Variant Annotation ID	Variant/Haplotypes	Drug(s)	Phenotype Category	Significance	Sentence	Allele Of Frequency In Cases	Allele Of Frequency In Controls	P Value	Ratio Stat Type	Ratio Stat	Confidence Interval Start	Confidence Interval Stop
1451230861	CYP2C9*1, CYP2C9*2, CYP2C9*3	siponimod	Metabolism/PK	not stated	CYP2C9 *2/*3 + *3/*3 are associated with increased concentrations of siponimod in healthy individuals as compared to CYP2C9 *1/*1.							
1444694964	CYP2C19*1, CYP2C19*2	clobazam	Metabolism/PK	not stated	CYP2C19 *1/*2 + *2/*2 is associated with metabolism of clobazam in people with Epilepsy as compared to CYP2C19 *1/*1.				OR			
827699420	CYP2A6*1A, CYP2A6*9A	nicotine	Metabolism/PK	yes	CYP2A6 *9A/*9A is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*9A + *1A/*1A.			< 0.005				
827699420	CYP2A6*1A, CYP2A6*9A	nicotine	Metabolism/PK	yes	CYP2A6 *9A/*9A is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*9A + *1A/*1A.	*9A		< 0.05	Unknown			
827699412	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	nicotine	Metabolism/PK	yes	CYP2A6 *4A/*9A is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*4A.	*9A		< 0.005	Unknown			
827699412	CYP2A6*1A, CYP2A6*4A, CYP2A6*9A	nicotine	Metabolism/PK	yes	CYP2A6 *4A/*9A is associated with decreased metabolism of nicotine as compared to CYP2A6 *1A/*4A.			< 0.05				
1444842443	CYP2C19*1, CYP2C19*2	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*1 (assigned as poor metabolizer phenotype) is associated with increased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*2 + *2/*2.			< 0.05	OR			
1184511561	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*2 + *1/*3 + *2/*2 + *2/*3 + *3/*3 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			= 0.02	OR			
1444694988	CYP2C19*1, CYP2C19*2	clobazam	Metabolism/PK	not stated	CYP2C19 *1/*2 is associated with metabolism of clobazam in people with Epilepsy.				OR			
1444695013	CYP2C19*1, CYP2C19*2	clobazam	Metabolism/PK	yes	CYP2C19 *1/*2 is associated with metabolism of clobazam in people with Epilepsy as compared to CYP2C19 *1/*1.	*2		= 0.012	OR			
1184511592	CYP2C9*1, CYP2C9*2, CYP2C9*3	acenocoumarol	Dosage	no	CYP2C9 *1/*2 + *1/*3 + *2/*2 + *2/*3 + *3/*3 is not associated with dose of acenocoumarol as compared to CYP2C9 *1/*1.			= 0.01	OR			
1184233189	NAT2*4, NAT2*5B, NAT2*6A, NAT2*6J, NAT2*7B, NAT2*7G, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in children with Tuberculosis as compared to NAT2 *4/*4 + *13A/*13A (assigned as rapid acetylator phenotype) .			< 0.01	OR			
1184233189	NAT2*4, NAT2*5B, NAT2*6A, NAT2*6J, NAT2*7B, NAT2*7G, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in children with Tuberculosis as compared to NAT2 *4/*4 + *13A/*13A (assigned as rapid acetylator phenotype) .			< 0.01	OR			
1184233189	NAT2*4, NAT2*5B, NAT2*6A, NAT2*6J, NAT2*7B, NAT2*7G, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in children with Tuberculosis as compared to NAT2 *4/*4 + *13A/*13A (assigned as rapid acetylator phenotype) .			= 0.021	OR			
1184233189	NAT2*4, NAT2*5B, NAT2*6A, NAT2*6J, NAT2*7B, NAT2*7G, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in children with Tuberculosis as compared to NAT2 *4/*4 + *13A/*13A (assigned as rapid acetylator phenotype) .			= 0.12	OR			
1184233189	NAT2*4, NAT2*5B, NAT2*6A, NAT2*6J, NAT2*7B, NAT2*7G, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in children with Tuberculosis as compared to NAT2 *4/*4 + *13A/*13A (assigned as rapid acetylator phenotype) .			= 0.27	OR			
1184233189	NAT2*4, NAT2*5B, NAT2*6A, NAT2*6J, NAT2*7B, NAT2*7G, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased metabolism of isoniazid in children with Tuberculosis as compared to NAT2 *4/*4 + *13A/*13A (assigned as rapid acetylator phenotype) .			= 0.4	OR			
1184233225	NAT2*4, NAT2*5B, NAT2*5C, NAT2*6A, NAT2*6J, NAT2*6O, NAT2*7B, NAT2*7G, NAT2*12A, NAT2*13A	isoniazid	Metabolism/PK	yes	NAT2 *5B/*7B + *5B/*5B + *5B/*6A + *5B/*6J + *5B/*7G + *6A/*7B (assigned as slow acetylator phenotype) is associated with decreased clearance of isoniazid in children with Tuberculosis as compared to NAT2 *4/*5B + *4/*6A + *4/*5C + *4/*6O + *4/*7G + *5B/*12A + *6A/*13A (assigned as intermediate acetylator phenotype) .			< 0.01	OR			
1444842336	CYP2C19*1, CYP2C19*2, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*17 is associated with increased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*2 + *2/*2.	*2	*17	< 0.01	OR			
1451214640	UGT1A1*1, UGT1A1*28	irinotecan	Dosage	not stated	UGT1A1 *28 is associated with decreased dose of irinotecan in people with Adenocarcinoma and Gastrointestinal Neoplasms as compared to UGT1A1 *1.				OR			
1449183103	CYP3A5*1, CYP3A5*3, CYP3A5*6, CYP3A5*7	tacrolimus	Dosage	yes	CYP3A5 *1/*1 + *1/*3 + *1/*6 + *1/*7 is associated with increased dose of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3 + *3/*6 + *3/*7 + *6/*6 + *6/*7 + *7/*7.			< 0.001	OR			
827813298	CYP2C19*1, CYP2C19*17	tamoxifen	Efficacy,Metabolism/PK	yes	CYP2C19 *17 is associated with decreased response to tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.			= 0.031	Unknown			
827813298	CYP2C19*1, CYP2C19*17	tamoxifen	Efficacy,Metabolism/PK	yes	CYP2C19 *17 is associated with decreased response to tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.				HR	1.1	0.89	1.37
827813293	CYP2D6*1, CYP2D6*4	antineoplastic agents,tamoxifen	Efficacy,Metabolism/PK	no	CYP2D6 *4 is not associated with response to antineoplastic agents and tamoxifen in women with Breast Neoplasms as compared to CYP2D6 *1.				HR	0.97	0.63	1.52
981754835	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*1 is associated with increased dose of warfarin as compared to CYP2C9 *2/*2 + *2/*3 + *3/*3 + *1/*2 + *1/*3.			= 0.002	Unknown			
827813279	CYP2C19*1, CYP2C19*2	tamoxifen	Efficacy,Metabolism/PK	yes	CYP2C19 *2 is associated with increased response to tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.			= 0.004	HR	0.72	0.57	0.9
827813279	CYP2C19*1, CYP2C19*2	tamoxifen	Efficacy,Metabolism/PK	yes	CYP2C19 *2 is associated with increased response to tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.				HR	0.74	0.55	0.98
827813279	CYP2C19*1, CYP2C19*2	tamoxifen	Efficacy,Metabolism/PK	yes	CYP2C19 *2 is associated with increased response to tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.				HR	0.7	0.44	1.11
827813279	CYP2C19*1, CYP2C19*2	tamoxifen	Efficacy,Metabolism/PK	yes	CYP2C19 *2 is associated with increased response to tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.				HR	0.65	0.35	1.21
1449576398	CYP2A6*1A, CYP2A6*17	metronidazole	Metabolism/PK	no	CYP2A6 *17 is not associated with clearance of metronidazole in infants as compared to CYP2A6 *1A.				OR			
1184511945	CYP2C9*1, CYP2C9*2, CYP2C9*3, CYP2C9*8	warfarin	Metabolism/PK	yes	CYP2C9 *1/*1 (assigned as normal metabolizers phenotype) is associated with increased dose of warfarin in healthy individuals as compared to CYP2C9 *1/*2 + *1/*3 + *1/*8 + *2/*3 + *2/*2 (assigned as poor metabolizers and intermediate metabolizers phenotype) .			= 0.004	OR			
1449003038	CYP3A5*1, CYP3A5*3	oxycodone	Dosage	yes	CYP3A5 *3/*3 is associated with increased dose of oxycodone in people with Neoplasms as compared to CYP3A5 *1/*1 + *1/*3.			= 0.02	OR			
1448495665	CYP1A1*1, CYP1A1*2A	exemestane	Metabolism/PK	no	CYP1A1 *1/*2A + *2A/*2A are not associated with concentrations of exemestane in women with Breast Neoplasms as compared to CYP1A1 *1/*1.	*2A		= 0.20	OR			
1444710914	CYP3A5*1, CYP3A5*3	4-hydroxytamoxifen,endoxifen,n-desmethyltamoxifen,tamoxifen	Metabolism/PK	no	CYP3A5 *3 is not associated with concentrations of 4-hydroxytamoxifen, endoxifen, n-desmethyltamoxifen and tamoxifen in women with Breast Neoplasms as compared to CYP3A5 *1.				OR			
1444841988	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*1 + *1/*17 is associated with decreased trough concentration of voriconazole in people with Hematologic Diseases as compared to CYP2C19 *1/*2 + *1/*3 + *2/*2 + *3/*3.	*2	*3	= 0.001	OR			
1449576511	UGT1A3*1, UGT1A3*2	montelukast	Metabolism/PK	yes	UGT1A3 *2 is associated with decreased concentrations of montelukast in healthy individuals as compared to UGT1A3 *1/*1.	*2		= 2.99e-10	OR			
1444710925	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	4-hydroxytamoxifen,endoxifen,n-desmethyltamoxifen,tamoxifen	Metabolism/PK	no	CYP2C19 *2 + *3 + *17 is not associated with concentrations of 4-hydroxytamoxifen, endoxifen, n-desmethyltamoxifen and tamoxifen in women with Breast Neoplasms as compared to CYP2C19 *1.				OR			
1450969140	CYP2C9*1, CYP2C9*2	phenytoin	Metabolism/PK	yes	CYP2C9 *1/*2 is associated with increased concentrations of phenytoin as compared to CYP2C9 *1/*1.			< 0.01				
1444710945	CYP2C9*1, CYP2C9*3	4-hydroxytamoxifen,endoxifen,n-desmethyltamoxifen,tamoxifen	Metabolism/PK	no	CYP2C9 *3 is not associated with concentrations of 4-hydroxytamoxifen, endoxifen, n-desmethyltamoxifen and tamoxifen in women with Breast Neoplasms as compared to CYP2C9 *1.				OR			
1183954989	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 is associated with increased metabolism of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.	*3		< 0.05	OR			
1447954876	CYP2D6*1, CYP2D6*2, CYP2D6*4, CYP2D6*9, CYP2D6*10, CYP2D6*41	primaquine	Efficacy	yes	CYP2D6 *4/*41 + *1/*4 + *10/*10 + *10/*41 + *2/*4 + *41/*41 is associated with decreased response to primaquine in people with Malaria as compared to CYP2D6 *1/*10 + *1/*41 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.			= 0.05	OR			
1450969200	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenytoin	Metabolism/PK	yes	CYP2C9 *1/*3 + *2/*2 + *2/*3 + *3/*3 are associated with increased concentrations of phenytoin as compared to CYP2C9 *1/*1.			< 0.01				
1450969293	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenytoin	Dosage	yes	CYP2C9 *1/*3 + *2/*2 + *2/*3 + *3/*3 are associated with decreased dose of phenytoin as compared to CYP2C9 *1/*1.			= 0.02	OR	1.11	1.02	1.22
1444710781	CYP2D6*1, CYP2D6*10	n-desmethyltamoxifen	Metabolism/PK	yes	CYP2D6 *10/*10 + *1/*10 is associated with increased concentrations of n-desmethyltamoxifen in women with Breast Neoplasms as compared to CYP2D6 *1/*1.			< 0.001	OR			
1444710781	CYP2D6*1, CYP2D6*10	n-desmethyltamoxifen	Metabolism/PK	yes	CYP2D6 *10/*10 + *1/*10 is associated with increased concentrations of n-desmethyltamoxifen in women with Breast Neoplasms as compared to CYP2D6 *1/*1.			= 0.006	OR			
1447954841	CYP2D6*1, CYP2D6*2, CYP2D6*4, CYP2D6*9, CYP2D6*10, CYP2D6*41	tafenoquine	Efficacy	no	CYP2D6 *4/*41 + *1/*4 + *10/*10 + *10/*41 + *2/*4 + *41/*41 is not associated with decreased response to tafenoquine in people with Malaria as compared to CYP2D6 *1/*10 + *1/*41 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.			= 0.57	OR			
1447954841	CYP2D6*1, CYP2D6*2, CYP2D6*4, CYP2D6*9, CYP2D6*10, CYP2D6*41	tafenoquine	Efficacy	no	CYP2D6 *4/*41 + *1/*4 + *10/*10 + *10/*41 + *2/*4 + *41/*41 is not associated with decreased response to tafenoquine in people with Malaria as compared to CYP2D6 *1/*10 + *1/*41 + *1/*9 + *2/*10 + *2/*41 + *1/*1 + *1/*2 + *2/*2.			= 0.79	OR			
1447954815	CYP2D6*1, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*10, CYP2D6*41	primaquine	Metabolism/PK	yes	CYP2D6 *4/*41 + *5/*6 are associated with decreased clearance of primaquine in people with Malaria as compared to CYP2D6 *1/*1 + *1/*10 + *1/*4 + *1/*5 + *1/*41.			= 0.007	OR			
1444710805	CYP2D6*1, CYP2D6*41	4-hydroxytamoxifen,endoxifen,n-desmethyltamoxifen,tamoxifen	Metabolism/PK	no	CYP2D6 *41 is not associated with concentrations of 4-hydroxytamoxifen, endoxifen, n-desmethyltamoxifen and tamoxifen in women with Breast Neoplasms as compared to CYP2D6 *1.				OR			
1184348458	TPMT*1, TPMT*3C	mercaptopurine	Dosage,Toxicity	not stated	TPMT *1/*3C is associated with increased dose of mercaptopurine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma.				OR			
1184348438	TPMT*1, TPMT*3A	mercaptopurine	Dosage,Toxicity	not stated	TPMT *1/*3A is associated with decreased dose of mercaptopurine in children with Precursor Cell Lymphoblastic Leukemia-Lymphoma.				OR			
1446906210	CYP3A5*1, CYP3A5*3	cilostazol	Metabolism/PK	yes	CYP3A5 *1/*3 (assigned as intermediate metabolizer phenotype) is associated with decreased concentrations of cilostazol in healthy individuals as compared to CYP3A5 *3/*3 (assigned as poor metabolizer phenotype) .			< 0.001	OR			
1446906210	CYP3A5*1, CYP3A5*3	cilostazol	Metabolism/PK	yes	CYP3A5 *1/*3 (assigned as intermediate metabolizer phenotype) is associated with decreased concentrations of cilostazol in healthy individuals as compared to CYP3A5 *3/*3 (assigned as poor metabolizer phenotype) .			< 0.001	OR			
1446906210	CYP3A5*1, CYP3A5*3	cilostazol	Metabolism/PK	yes	CYP3A5 *1/*3 (assigned as intermediate metabolizer phenotype) is associated with decreased concentrations of cilostazol in healthy individuals as compared to CYP3A5 *3/*3 (assigned as poor metabolizer phenotype) .			= 0.002	OR			
1446906210	CYP3A5*1, CYP3A5*3	cilostazol	Metabolism/PK	yes	CYP3A5 *1/*3 (assigned as intermediate metabolizer phenotype) is associated with decreased concentrations of cilostazol in healthy individuals as compared to CYP3A5 *3/*3 (assigned as poor metabolizer phenotype) .			= 0.017	OR			
1447954774	CYP2D6*1, CYP2D6*4, CYP2D6*5, CYP2D6*6, CYP2D6*10, CYP2D6*41	primaquine	Metabolism/PK	yes	CYP2D6 *4/*41 + *5/*6 are associated with increased concentrations of primaquine in people with Malaria as compared to CYP2D6 *1/*1 + *1/*10 + *1/*4 + *1/*5 + *1/*41.			= 0.01	OR			
1449576724	CYP3A5*1, CYP3A5*3	tamsulosin	Efficacy	no	CYP3A5 *1 (assigned as poor metabolizer genotype phenotype) is not associated with response to tamsulosin in healthy individuals as compared to CYP3A5 *3 (assigned as intermediate metabolizer and normal metabolizer phenotype) .			= 0.636	OR			
1449576724	CYP3A5*1, CYP3A5*3	tamsulosin	Efficacy	no	CYP3A5 *1 (assigned as poor metabolizer genotype phenotype) is not associated with response to tamsulosin in healthy individuals as compared to CYP3A5 *3 (assigned as intermediate metabolizer and normal metabolizer phenotype) .			= 0.636	OR			
1449576724	CYP3A5*1, CYP3A5*3	tamsulosin	Efficacy	no	CYP3A5 *1 (assigned as poor metabolizer genotype phenotype) is not associated with response to tamsulosin in healthy individuals as compared to CYP3A5 *3 (assigned as intermediate metabolizer and normal metabolizer phenotype) .			= 0.636	OR			
1449576724	CYP3A5*1, CYP3A5*3	tamsulosin	Efficacy	no	CYP3A5 *1 (assigned as poor metabolizer genotype phenotype) is not associated with response to tamsulosin in healthy individuals as compared to CYP3A5 *3 (assigned as intermediate metabolizer and normal metabolizer phenotype) .			= 0.993	OR			
1449576724	CYP3A5*1, CYP3A5*3	tamsulosin	Efficacy	no	CYP3A5 *1 (assigned as poor metabolizer genotype phenotype) is not associated with response to tamsulosin in healthy individuals as compared to CYP3A5 *3 (assigned as intermediate metabolizer and normal metabolizer phenotype) .			= 0.993	OR			
1449576724	CYP3A5*1, CYP3A5*3	tamsulosin	Efficacy	no	CYP3A5 *1 (assigned as poor metabolizer genotype phenotype) is not associated with response to tamsulosin in healthy individuals as compared to CYP3A5 *3 (assigned as intermediate metabolizer and normal metabolizer phenotype) .			= 0.993	OR			
1444710751	CYP2D6*1, CYP2D6*5, CYP2D6*10	endoxifen	Metabolism/PK	yes	CYP2D6 *10/*10 + *5/*10 is associated with decreased concentrations of endoxifen in women with Breast Neoplasms as compared to CYP2D6 *1/*1 + *1/*10 + *1/*5.			< 0.001	OR			
1444710751	CYP2D6*1, CYP2D6*5, CYP2D6*10	endoxifen	Metabolism/PK	yes	CYP2D6 *10/*10 + *5/*10 is associated with decreased concentrations of endoxifen in women with Breast Neoplasms as compared to CYP2D6 *1/*1 + *1/*10 + *1/*5.			= 0.001	OR			
1451153742	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	(R)-methadone,(S)-methadone	Metabolism/PK	yes	CYP2D6 *3/*4 + *4/*4 + *4/*6 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .			= 0.024				
1451153742	CYP2D6*1, CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	(R)-methadone,(S)-methadone	Metabolism/PK	yes	CYP2D6 *3/*4 + *4/*4 + *4/*6 are associated with increased concentrations of (R)-methadone and (S)-methadone in people with Heroin Dependence as compared to CYP2D6 *1/*1 + *1/*3 + *1/*4 + *1/*5 + *1/*6 (assigned as normal metabolizer genotype phenotype) .			= 0.033				
1450809654	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	no	CYP2C19 *1/*1 + *1/*2 + *1/*3 are not associated with metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*2	*3		OR			
1449171337	CYP2D6*1, CYP2D6*10	celecoxib	Metabolism/PK	no	CYP2D6 *1/*10 + *10/*10 are not associated with decreased metabolism of celecoxib in healthy individuals as compared to CYP2D6 *1/*1.			= 0.233	OR			
1449171352	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased concentrations of tacrolimus in children with Kidney Transplantation as compared to CYP3A5 *1/*1 + *1/*3.	*1		< 0.05	OR			
1451153800	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*6	methadone	Dosage,Efficacy	no	CYP2D6 *1/*1xN is associated with increased dose of methadone in people with Heroin Dependence as compared to CYP2D6 *3/*4 + *4/*4 + *4/*6 (assigned as poor metabolizer genotype phenotype) .			= 0.131				
1451153800	CYP2D6*1, CYP2D6*1xN, CYP2D6*3, CYP2D6*4, CYP2D6*6	methadone	Dosage,Efficacy	no	CYP2D6 *1/*1xN is associated with increased dose of methadone in people with Heroin Dependence as compared to CYP2D6 *3/*4 + *4/*4 + *4/*6 (assigned as poor metabolizer genotype phenotype) .			= 0.221				
1183623652	CYP2C19*1, CYP2C19*2, CYP2C19*3	esomeprazole,pantoprazole	Efficacy	yes	CYP2C19 *2/*2 + *2/*3 are associated with increased response to esomeprazole or pantoprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*1.	*1		= 0.016	Unknown			
1449171382	CYP3A7*1A, CYP3A7*1C	tacrolimus	Metabolism/PK	yes	CYP3A7 *1A/*1A is associated with decreased concentrations of tacrolimus in children with Kidney Transplantation as compared to CYP3A7 *1A/*1C + *1C/*1C.	*1C		< 0.05	OR			
1450809796	CYP2A6*1A, CYP2A6*2, CYP2A6*4A, CYP2A6*9, CYP2A6*12	cotinine,nicotine	Metabolism/PK	yes	CYP2A6 *2 + *4A + *9 + *12 are associated with decreased clearance of cotinine and nicotine in healthy individuals as compared to CYP2A6 *1A.			< 0.01				
1444698157	CYP2B6*1, CYP2B6*6	ketamine	Metabolism/PK	yes	CYP2B6 *6 is associated with decreased clearance of ketamine in people with Neoplasms and Pain as compared to CYP2B6 *1.	*1	*6	< 0.001	OR			
1444698157	CYP2B6*1, CYP2B6*6	ketamine	Metabolism/PK	yes	CYP2B6 *6 is associated with decreased clearance of ketamine in people with Neoplasms and Pain as compared to CYP2B6 *1.	*1	*6	< 0.001	OR			
1447991368	CYP2D6*1, CYP2D6*10	debrisoquine	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased metabolism of debrisoquine in healthy individuals as compared to CYP2D6 *1/*1.			< 0.001	OR			
1183623663	CYP2C19*1, CYP2C19*2, CYP2C19*3	esomeprazole,pantoprazole	Efficacy	yes	CYP2C19 *2/*2 + *2/*3 are associated with increased response to esomeprazole or pantoprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.	*1		= 0.016	Unknown			
1183623774	CYP2C19*1, CYP2C19*2, CYP2C19*3	esomeprazole,lansoprazole,omeprazole,pantoprazole,rabeprazole	Efficacy	yes	CYP2C19 *1/*2 + *1/*3 are associated with decreased response to esomeprazole, lansoprazole, omeprazole, pantoprazole or rabeprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.002	OR	1.73	1.23	2.44
1183623786	CYP2C19*1, CYP2C19*2, CYP2C19*3	esomeprazole,lansoprazole,omeprazole,pantoprazole,rabeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to esomeprazole, lansoprazole, omeprazole, pantoprazole or rabeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.			= 0.0001	OR	2.0	1.47	2.71
1183623748	CYP2C19*1, CYP2C19*2, CYP2C19*3	esomeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of esomeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.0005	Unknown			
1183623748	CYP2C19*1, CYP2C19*2, CYP2C19*3	esomeprazole	Metabolism/PK	yes	CYP2C19 *1/*1 is associated with increased metabolism of esomeprazole in healthy individuals as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.05	Unknown			
1448417273	CYP1A2*1A, CYP1A2*1F	clomipramine	Efficacy	not stated	CYP1A2 *1A/*1F is associated with decreased response to clomipramine in women with Depression.				OR			
1448417266	CYP3A5*1, CYP3A5*3	clomipramine	Efficacy	not stated	CYP3A5 *1/*3 is associated with decreased response to clomipramine in women with Depression.				OR			
981565071	CYP2C19*1, CYP2C19*17	voriconazole	Metabolism/PK	not stated	CYP2C19 *1/*17 is associated with increased metabolism of voriconazole in men with Granulomatous Disease, Chronic.				Unknown			
1448417245	CYP2C19*1, CYP2C19*17	clomipramine	Efficacy	not stated	CYP2C19 *1/*17 is associated with decreased response to clomipramine in women with Depression.				OR			
1183623820	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	no	CYP2C19 *1/*2 + *1/*3 are not associated with response to lansoprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.160	OR	1.62	0.82	3.2
1183623810	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to lansoprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.			= 0.04	OR	1.95	1.03	3.7
1183623852	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with decreased response to omeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*2 + *1/*3.			= 0.0001	OR	3.22	1.91	5.42
1183623865	CYP2C19*1, CYP2C19*2, CYP2C19*3	omeprazole	Efficacy	no	CYP2C19 *1/*2 + *1/*3 is not associated with response to omeprazole in people with Helicobacter Infections as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.			= 0.420	OR	1.43	0.6	3.43
1183689399	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *2 + *3 is associated with decreased dose of warfarin as compared to CYP2C9 *1.	*2	*3	< 0.03	OR			
1444697908	CYP2D6*1, CYP2D6*2, CYP2D6*3, CYP2D6*4, CYP2D6*9, CYP2D6*10, CYP2D6*41	endoxifen	Metabolism/PK	not stated	CYP2D6 *1/*1 + *2/*2 + *1/*2 (assigned as normal metabolizers phenotype) is associated with increased concentrations of endoxifen in women with Breast Neoplasms as compared to CYP2D6 *3/*41 + *4/*9 + *4/*10 + *4/*41 + *3/*4 + *4/*4.			< 0.0001	OR			
1183689468	UGT2B15*1, UGT2B15*2	sipoglitazar	Metabolism/PK	yes	UGT2B15 *2 is associated with decreased clearance of sipoglitazar in healthy individuals as compared to UGT2B15 *1.	*2		< 0.0001	OR			
1447991084	CYP2C19*1, CYP2C19*2, CYP2C19*3	brivaracetam	Metabolism/PK	not stated	CYP2C19 *1/*2 + *1/*3 + *2/*2 + *2/*3 + *3/*3 are associated with decreased metabolism of brivaracetam in healthy individuals as compared to CYP2C19 *1/*1.				OR			
1183624077	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*1 is associated with increased resistance to lansoprazole in people with Gastroesophageal Reflux as compared to CYP2C19 *2/*2 + *2/*3 + *3/*3.	*1		= 0.011	HR	0.19	0.05	0.69
1183624062	CYP2C19*1, CYP2C19*2, CYP2C19*3	lansoprazole	Efficacy	yes	CYP2C19 *1/*2 + *1/*3 is associated with decreased resistance to lansoprazole in people with Gastroesophageal Reflux as compared to CYP2C19 *1/*1.	*1		= 0.021	HR	0.4	0.19	0.87
